n,micros,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,mx_ut,my_ut,mz_ut
1129.0,3267918695.0,-0.02783,-0.453,-0.88574,-0.1221,0.0,-0.2441,31.0,7.0,-5.0
1130.0,3267934893.0,-0.02734,-0.4519,-0.88379,-0.061,-0.061,-0.2441,31.0,7.0,-5.0
1131.0,3267950915.0,-0.02917,-0.4519,-0.88477,-0.061,-0.061,-0.2441,31.0,7.0,-5.0
1132.0,3267964833.0,-0.02942,-0.4519,-0.8855,-0.1221,-0.061,-0.1831,31.0,7.0,-5.0
1133.0,3267977748.0,-0.02917,-0.45203,-0.88513,-0.1221,-0.061,-0.2441,31.0,7.0,-5.0
1134.0,3267992734.0,-0.02808,-0.45239,-0.8833,-0.1221,-0.1221,-0.2441,31.0,7.0,-5.0
1135.0,3268008778.0,-0.02869,-0.45215,-0.8844,-0.1221,-0.1221,-0.2441,31.0,7.0,-5.0
1136.0,3268021768.0,-0.02832,-0.45239,-0.88501,-0.1221,-0.061,-0.2441,31.0,7.0,-5.0
1137.0,3268036496.0,-0.02734,-0.45264,-0.8844,-0.1221,0.0,-0.2441,31.0,8.0,-11.0
1138.0,3268051421.0,-0.02844,-0.45312,-0.88416,-0.061,0.0,-0.2441,31.0,8.0,-11.0
1139.0,3268066405.0,-0.02893,-0.453,-0.88501,-0.061,0.0,-0.2441,31.0,8.0,-11.0
1140.0,3268081895.0,-0.02881,-0.45227,-0.88452,-0.1221,0.0,-0.3052,31.0,8.0,-11.0
1141.0,3268094797.0,-0.02808,-0.45251,-0.88428,-0.1221,0.0,-0.2441,31.0,8.0,-11.0
1142.0,3268108717.0,-0.02771,-0.45312,-0.8844,-0.061,0.061,-0.2441,31.0,8.0,-11.0
1143.0,3268123917.0,-0.0282,-0.45117,-0.88379,-0.061,0.061,-0.2441,31.0,8.0,-11.0
1144.0,3268138817.0,-0.02808,-0.45129,-0.88428,0.0,-0.061,-0.2441,31.0,8.0,-11.0
1145.0,3268152492.0,-0.02869,-0.45312,-0.88489,-0.061,-0.061,-0.2441,31.0,9.0,-8.0
1146.0,3268167502.0,-0.02905,-0.453,-0.88538,-0.1221,-0.061,-0.2441,31.0,9.0,-8.0
1147.0,3268183823.0,-0.02844,-0.4519,-0.88452,-0.061,0.0,-0.2441,31.0,9.0,-8.0
1148.0,3268197776.0,-0.02795,-0.45215,-0.88428,0.0,-0.061,-0.2441,31.0,9.0,-8.0
1149.0,3268210689.0,-0.02783,-0.45264,-0.8844,0.0,-0.061,-0.2441,31.0,9.0,-8.0
1150.0,3268232190.0,-0.0282,-0.45288,-0.88489,-0.1831,0.061,-0.2441,31.0,9.0,-8.0
1151.0,3268244414.0,-0.02771,-0.45203,-0.88525,-0.1831,0.061,-0.2441,31.0,9.0,-8.0
1152.0,3268258420.0,-0.02698,-0.45203,-0.88477,-0.1831,0.0,-0.2441,31.0,9.0,-8.0
1153.0,3268275675.0,-0.02771,-0.45227,-0.8844,-0.061,-0.1221,-0.2441,31.0,9.0,-9.0
1154.0,3268290907.0,-0.02966,-0.45239,-0.88428,-0.1221,0.0,-0.3052,31.0,9.0,-9.0
1155.0,3268305893.0,-0.02917,-0.45227,-0.88501,-0.1221,-0.061,-0.2441,31.0,9.0,-9.0
1156.0,3268321915.0,-0.02808,-0.45264,-0.88501,-0.1221,-0.061,-0.3052,31.0,9.0,-9.0
1157.0,3268330828.0,-0.02856,-0.45264,-0.88403,-0.061,0.0,-0.3052,31.0,9.0,-9.0
1158.0,3268344893.0,-0.02856,-0.45251,-0.88391,-0.061,0.0,-0.2441,31.0,9.0,-9.0
1159.0,3268358729.0,-0.02832,-0.45239,-0.88464,-0.1221,-0.061,-0.2441,31.0,9.0,-9.0
1160.0,3268372647.0,-0.02771,-0.453,-0.8844,-0.1221,-0.061,-0.3052,31.0,9.0,-9.0
1161.0,3268388385.0,-0.02759,-0.45276,-0.88379,-0.1221,0.0,-0.2441,32.0,10.0,-12.0
1162.0,3268403913.0,-0.02808,-0.45288,-0.88452,-0.061,-0.061,-0.1831,32.0,10.0,-12.0
1163.0,3268416743.0,-0.02808,-0.45264,-0.88367,-0.1221,-0.061,-0.2441,32.0,10.0,-12.0
1164.0,3268428819.0,-0.02844,-0.45215,-0.88354,-0.1221,-0.061,-0.2441,32.0,10.0,-12.0
1165.0,3268439893.0,-0.02881,-0.45203,-0.88403,-0.1221,-0.061,-0.2441,32.0,10.0,-12.0
1166.0,3268455745.0,-0.02795,-0.45264,-0.88477,-0.1221,-0.061,-0.2441,32.0,10.0,-12.0
1167.0,3268470901.0,-0.02856,-0.45276,-0.88525,-0.1221,-0.061,-0.2441,32.0,10.0,-12.0
1168.0,3268483899.0,-0.02881,-0.45117,-0.88379,-0.061,-0.061,-0.3052,32.0,10.0,-12.0
1169.0,3268497490.0,-0.02747,-0.45154,-0.88354,-0.061,0.0,-0.3052,32.0,10.0,-7.0
1170.0,3268510403.0,-0.02722,-0.45288,-0.8844,-0.061,-0.061,-0.2441,32.0,10.0,-7.0
1171.0,3268526809.0,-0.02869,-0.453,-0.88379,-0.061,-0.061,-0.2441,32.0,10.0,-7.0
1172.0,3268543809.0,-0.02905,-0.45215,-0.88416,-0.061,-0.061,-0.3052,32.0,10.0,-7.0
1173.0,3268556713.0,-0.02783,-0.45142,-0.88367,-0.061,-0.061,-0.1831,32.0,10.0,-7.0
1174.0,3268571653.0,-0.02734,-0.45166,-0.8833,-0.061,-0.061,-0.1831,32.0,10.0,-7.0
1175.0,3268586620.0,-0.02759,-0.45276,-0.88489,-0.061,0.0,-0.2441,32.0,10.0,-7.0
1176.0,3268602888.0,-0.0282,-0.45276,-0.88452,-0.061,0.061,-0.2441,32.0,10.0,-7.0
1177.0,3268615615.0,-0.02808,-0.45251,-0.88342,-0.061,0.0,-0.1831,31.0,10.0,-10.0
1178.0,3268631512.0,-0.02795,-0.45215,-0.88306,-0.061,0.0,-0.3052,31.0,10.0,-10.0
1179.0,3268645412.0,-0.02991,-0.45227,-0.8844,-0.061,0.0,-0.3052,31.0,10.0,-10.0
1180.0,3268661908.0,-0.02966,-0.45215,-0.88342,-0.061,-0.061,-0.3052,31.0,10.0,-10.0
1181.0,3268674737.0,-0.02808,-0.45288,-0.88416,-0.1221,0.0,-0.2441,31.0,10.0,-10.0
1182.0,3268688655.0,-0.02771,-0.45251,-0.88379,-0.1221,-0.061,-0.2441,31.0,10.0,-10.0
1183.0,3268703898.0,-0.02771,-0.45288,-0.88501,-0.1221,-0.061,-0.1831,31.0,10.0,-10.0
1184.0,3268719891.0,-0.02808,-0.45288,-0.88525,-0.061,0.061,-0.2441,31.0,10.0,-10.0
1185.0,3268733562.0,-0.02832,-0.45227,-0.88403,-0.061,0.061,-0.2441,31.0,11.0,-12.0
1186.0,3268750806.0,-0.02881,-0.45239,-0.88416,-0.061,0.061,-0.2441,31.0,11.0,-12.0
1187.0,3268765880.0,-0.02844,-0.45227,-0.88464,-0.061,0.061,-0.1831,31.0,11.0,-12.0
1188.0,3268778738.0,-0.02881,-0.45215,-0.88501,0.0,-0.061,-0.2441,31.0,11.0,-12.0
1189.0,3268794902.0,-0.02832,-0.45227,-0.88489,0.0,-0.061,-0.1831,31.0,11.0,-12.0
1190.0,3268808739.0,-0.02795,-0.45215,-0.88428,-0.1221,-0.061,-0.2441,31.0,11.0,-12.0
1191.0,3268822769.0,-0.02771,-0.45239,-0.88379,-0.061,-0.061,-0.2441,31.0,11.0,-12.0
1192.0,3268834820.0,-0.02783,-0.45154,-0.88391,0.0,0.0,-0.2441,31.0,11.0,-12.0
1193.0,3268847589.0,-0.02771,-0.45239,-0.88464,-0.061,0.0,-0.2441,30.0,7.0,-8.0
1194.0,3268857622.0,-0.02759,-0.45337,-0.88525,-0.1221,-0.061,-0.3052,30.0,7.0,-8.0
1195.0,3268869824.0,-0.02795,-0.45239,-0.88525,-0.1221,-0.061,-0.3052,30.0,7.0,-8.0
1196.0,3268884824.0,-0.02917,-0.45203,-0.88379,-0.061,0.0,-0.2441,30.0,7.0,-8.0
1197.0,3268896823.0,-0.0293,-0.45251,-0.88391,-0.061,-0.061,-0.2441,30.0,7.0,-8.0
1198.0,3268908824.0,-0.02905,-0.45203,-0.88367,-0.061,-0.061,-0.2441,30.0,7.0,-8.0
1199.0,3268924736.0,-0.02832,-0.45129,-0.88342,-0.061,-0.1221,-0.2441,30.0,7.0,-8.0
1200.0,3268939890.0,-0.02783,-0.4519,-0.88416,-0.061,-0.061,-0.2441,30.0,7.0,-8.0
1201.0,3268954487.0,-0.02771,-0.45264,-0.8844,-0.061,-0.061,-0.2441,30.0,8.0,-8.0
1202.0,3268970896.0,-0.02808,-0.45154,-0.88354,-0.1221,0.0,-0.2441,30.0,8.0,-8.0
1203.0,3268984733.0,-0.02832,-0.45239,-0.88403,-0.1831,0.0,-0.3052,30.0,8.0,-8.0
1204.0,3268996809.0,-0.02808,-0.453,-0.88428,-0.1221,-0.061,-0.3052,30.0,8.0,-8.0
1205.0,3269011880.0,-0.02795,-0.45251,-0.88416,-0.1221,-0.1221,-0.2441,30.0,8.0,-8.0
1206.0,3269025772.0,-0.02856,-0.45166,-0.88379,-0.1221,-0.1221,-0.2441,30.0,8.0,-8.0
1207.0,3269041908.0,-0.02844,-0.45154,-0.88403,-0.061,0.0,-0.3052,30.0,8.0,-8.0
1208.0,3269056825.0,-0.02856,-0.45239,-0.88342,-0.1221,0.0,-0.3052,30.0,8.0,-8.0
1209.0,3269070394.0,-0.02881,-0.45288,-0.88306,-0.061,-0.061,-0.2441,32.0,9.0,-9.0
1210.0,3269084877.0,-0.02832,-0.45227,-0.88306,-0.061,-0.061,-0.2441,32.0,9.0,-9.0
1211.0,3269100808.0,-0.02783,-0.45251,-0.88416,-0.061,-0.061,-0.3052,32.0,9.0,-9.0
1212.0,3269113728.0,-0.02795,-0.45288,-0.88452,-0.061,0.0,-0.2441,32.0,9.0,-9.0
1213.0,3269129632.0,-0.02917,-0.4519,-0.88391,-0.061,-0.061,-0.2441,32.0,9.0,-9.0
1214.0,3269143898.0,-0.02722,-0.45166,-0.88416,-0.1221,-0.061,-0.2441,32.0,9.0,-9.0
1215.0,3269153579.0,-0.0271,-0.45203,-0.88367,-0.1221,-0.061,-0.2441,32.0,9.0,-9.0
1216.0,3269169816.0,-0.02722,-0.45251,-0.88379,-0.1221,0.0,-0.2441,32.0,9.0,-9.0
1217.0,3269186481.0,-0.0282,-0.45264,-0.88428,-0.061,0.0,-0.2441,34.0,10.0,-11.0
1218.0,3269200399.0,-0.02808,-0.45215,-0.88367,-0.061,-0.061,-0.2441,34.0,10.0,-11.0
1219.0,3269216897.0,-0.02795,-0.45129,-0.88379,-0.1221,0.0,-0.1831,34.0,10.0,-11.0
1220.0,3269231909.0,-0.02783,-0.45239,-0.88391,-0.061,0.0,-0.2441,34.0,10.0,-11.0
1221.0,3269247731.0,-0.02905,-0.45325,-0.88464,0.0,0.0,-0.2441,34.0,10.0,-11.0
1222.0,3269262885.0,-0.02856,-0.45239,-0.88464,-0.061,0.061,-0.2441,34.0,10.0,-11.0
1223.0,3269275793.0,-0.02771,-0.4519,-0.88293,-0.1221,0.061,-0.2441,34.0,10.0,-11.0
1224.0,3269290901.0,-0.02808,-0.45239,-0.88306,-0.1221,0.0,-0.2441,34.0,10.0,-11.0
1225.0,3269303581.0,-0.02869,-0.45288,-0.88342,-0.061,-0.061,-0.2441,31.0,9.0,-7.0
1226.0,3269316556.0,-0.02808,-0.45276,-0.88342,-0.1221,0.0,-0.3052,31.0,9.0,-7.0
1227.0,3269331885.0,-0.02795,-0.45239,-0.88342,-0.1221,-0.061,-0.3052,31.0,9.0,-7.0
1228.0,3269343819.0,-0.0282,-0.45288,-0.88416,-0.1221,0.0,-0.3052,31.0,9.0,-7.0
1229.0,3269359730.0,-0.02869,-0.45215,-0.88391,-0.061,0.0,-0.1831,31.0,9.0,-7.0
1230.0,3269375631.0,-0.02856,-0.45203,-0.88367,-0.061,-0.061,-0.1831,31.0,9.0,-7.0
1231.0,3269392801.0,-0.02808,-0.45239,-0.88391,-0.061,-0.1221,-0.1831,31.0,9.0,-7.0
1232.0,3269404793.0,-0.02856,-0.45203,-0.88403,-0.061,-0.1831,-0.1831,31.0,9.0,-7.0
1233.0,3269417576.0,-0.02747,-0.45227,-0.88391,-0.061,-0.1221,-0.2441,32.0,10.0,-6.0
1234.0,3269432899.0,-0.02808,-0.45239,-0.88342,-0.1221,-0.061,-0.2441,32.0,10.0,-6.0
1235.0,3269444801.0,-0.02917,-0.45264,-0.8833,-0.1221,-0.061,-0.2441,32.0,10.0,-6.0
1236.0,3269458725.0,-0.02808,-0.45251,-0.88379,-0.061,-0.061,-0.3052,32.0,10.0,-6.0
1237.0,3269471641.0,-0.02808,-0.45203,-0.88464,-0.061,-0.061,-0.3662,32.0,10.0,-6.0
1238.0,3269486882.0,-0.02893,-0.45215,-0.8833,-0.1221,-0.061,-0.3052,32.0,10.0,-6.0
1239.0,3269496870.0,-0.02881,-0.45166,-0.88318,-0.1221,0.0,-0.3052,32.0,10.0,-6.0
1240.0,3269512885.0,-0.02856,-0.45203,-0.88416,-0.061,0.0,-0.2441,32.0,10.0,-6.0
1241.0,3269529664.0,-0.0282,-0.45312,-0.88477,-0.061,-0.061,-0.2441,32.0,10.0,-11.0
1242.0,3269546821.0,-0.02795,-0.45239,-0.88525,-0.1221,0.0,-0.2441,32.0,10.0,-11.0
1243.0,3269561895.0,-0.02795,-0.45178,-0.8844,-0.061,-0.061,-0.2441,32.0,10.0,-11.0
1244.0,3269574725.0,-0.0282,-0.45203,-0.88391,-0.061,-0.1221,-0.2441,32.0,10.0,-11.0
1245.0,3269590887.0,-0.0282,-0.45227,-0.88477,-0.1221,-0.061,-0.1831,32.0,10.0,-11.0
1246.0,3269605728.0,-0.02856,-0.45154,-0.88416,-0.1221,0.0,-0.3052,32.0,10.0,-11.0
1247.0,3269618640.0,-0.02856,-0.45117,-0.88379,-0.1221,0.0,-0.3052,32.0,10.0,-11.0
1248.0,3269630803.0,-0.02844,-0.45117,-0.88281,-0.1221,-0.061,-0.3052,32.0,10.0,-11.0
1249.0,3269646524.0,-0.02832,-0.4519,-0.88342,-0.061,0.0,-0.2441,32.0,9.0,-6.0
1250.0,3269659410.0,-0.02808,-0.45203,-0.88367,0.061,0.0,-0.1831,32.0,9.0,-6.0
1251.0,3269674901.0,-0.02795,-0.45203,-0.88367,0.0,0.0,-0.1831,32.0,9.0,-6.0
1252.0,3269690719.0,-0.02832,-0.45264,-0.88403,-0.1221,0.061,-0.2441,32.0,9.0,-6.0
1253.0,3269701819.0,-0.02893,-0.4519,-0.88403,-0.1831,0.0,-0.2441,32.0,9.0,-6.0
1254.0,3269718783.0,-0.02942,-0.4519,-0.88416,-0.1221,0.0,-0.2441,32.0,9.0,-6.0
1255.0,3269734715.0,-0.02905,-0.45276,-0.8844,-0.061,0.0,-0.3052,32.0,9.0,-6.0
1256.0,3269747713.0,-0.02808,-0.45227,-0.88306,-0.1221,-0.061,-0.3052,32.0,9.0,-6.0
1257.0,3269759667.0,-0.02808,-0.45178,-0.8833,-0.1221,-0.061,-0.3052,32.0,10.0,-10.0
1258.0,3269775883.0,-0.02856,-0.4519,-0.88477,-0.061,0.0,-0.3052,32.0,10.0,-10.0
1259.0,3269791901.0,-0.02832,-0.45251,-0.88525,-0.061,-0.061,-0.3052,32.0,10.0,-10.0
1260.0,3269804733.0,-0.02808,-0.4519,-0.88428,-0.1221,0.0,-0.2441,32.0,10.0,-10.0
1261.0,3269818658.0,-0.02844,-0.45129,-0.88379,-0.1831,0.0,-0.2441,32.0,10.0,-10.0
1262.0,3269833895.0,-0.02856,-0.45166,-0.88391,-0.1831,-0.061,-0.3052,32.0,10.0,-10.0
1263.0,3269848879.0,-0.02869,-0.45288,-0.88342,-0.1221,-0.061,-0.3052,32.0,10.0,-10.0
1264.0,3269863895.0,-0.02771,-0.453,-0.88306,-0.061,-0.061,-0.3052,32.0,10.0,-10.0
1265.0,3269880670.0,-0.02795,-0.45251,-0.88464,-0.061,0.0,-0.2441,32.0,9.0,-9.0
1266.0,3269893565.0,-0.0282,-0.45264,-0.88501,-0.1221,-0.061,-0.3052,32.0,9.0,-9.0
1267.0,3269906893.0,-0.02832,-0.45325,-0.8844,-0.1221,-0.061,-0.3052,32.0,9.0,-9.0
1268.0,3269922885.0,-0.02771,-0.45312,-0.88477,-0.1221,-0.061,-0.2441,32.0,9.0,-9.0
1269.0,3269937869.0,-0.02686,-0.45166,-0.88501,-0.1221,-0.061,-0.2441,32.0,9.0,-9.0
1270.0,3269949805.0,-0.02783,-0.45105,-0.88452,-0.1221,0.0,-0.2441,32.0,9.0,-9.0
1271.0,3269963718.0,-0.02881,-0.45154,-0.88342,-0.1221,-0.061,-0.2441,32.0,9.0,-9.0
1272.0,3269978683.0,-0.02795,-0.45264,-0.88416,-0.1221,-0.061,-0.2441,32.0,9.0,-9.0
1273.0,3269991578.0,-0.02759,-0.45239,-0.88342,-0.061,-0.061,-0.2441,32.0,8.0,-5.0
1274.0,3270003787.0,-0.02747,-0.45203,-0.88306,-0.061,0.0,-0.2441,32.0,8.0,-5.0
1275.0,3270016679.0,-0.02759,-0.45166,-0.88257,-0.061,0.0,-0.1831,32.0,8.0,-5.0
1276.0,3270031893.0,-0.02905,-0.45227,-0.88416,-0.061,-0.061,-0.2441,32.0,8.0,-5.0
1277.0,3270047885.0,-0.02771,-0.45276,-0.88391,-0.061,-0.061,-0.3052,32.0,8.0,-5.0
1278.0,3270060713.0,-0.02722,-0.45239,-0.88318,-0.061,-0.061,-0.3052,32.0,8.0,-5.0
1279.0,3270072788.0,-0.02747,-0.45227,-0.88342,-0.061,-0.061,-0.2441,32.0,8.0,-5.0
1280.0,3270087892.0,-0.02808,-0.45154,-0.88464,-0.061,-0.061,-0.2441,32.0,8.0,-5.0
1281.0,3270100573.0,-0.02808,-0.4519,-0.88477,0.0,-0.061,-0.1831,32.0,8.0,-13.0
1282.0,3270115559.0,-0.02795,-0.45251,-0.88489,0.0,-0.061,-0.1831,32.0,8.0,-13.0
1283.0,3270131639.0,-0.02893,-0.45239,-0.8844,-0.1831,0.0,-0.2441,32.0,8.0,-13.0
1284.0,3270146882.0,-0.02881,-0.45264,-0.88342,-0.1221,-0.061,-0.2441,32.0,8.0,-13.0
1285.0,3270161724.0,-0.02759,-0.45264,-0.88367,-0.061,0.0,-0.3052,32.0,8.0,-13.0
1286.0,3270176678.0,-0.02722,-0.45227,-0.88416,-0.061,-0.061,-0.3052,32.0,8.0,-13.0
1287.0,3270191639.0,-0.02722,-0.45154,-0.88403,-0.1221,0.0,-0.3052,32.0,8.0,-13.0
1288.0,3270206878.0,-0.02795,-0.45178,-0.88354,-0.061,0.0,-0.3052,32.0,8.0,-13.0
1289.0,3270220551.0,-0.02844,-0.453,-0.88342,0.0,-0.061,-0.3052,31.0,9.0,-5.0
1290.0,3270232606.0,-0.02856,-0.45239,-0.88428,0.061,-0.061,-0.2441,31.0,9.0,-5.0
1291.0,3270248901.0,-0.02869,-0.45166,-0.88403,-0.1221,-0.061,-0.2441,31.0,9.0,-5.0
1292.0,3270264894.0,-0.0293,-0.45251,-0.88354,-0.061,-0.1221,-0.3052,31.0,9.0,-5.0
1293.0,3270280796.0,-0.02844,-0.45276,-0.88452,-0.061,-0.061,-0.3052,31.0,9.0,-5.0
1294.0,3270295868.0,-0.02832,-0.45215,-0.8844,-0.1221,0.0,-0.3052,31.0,9.0,-5.0
1295.0,3270311888.0,-0.02698,-0.45288,-0.88293,-0.061,0.0,-0.2441,31.0,9.0,-5.0
1296.0,3270327879.0,-0.02673,-0.45337,-0.88318,-0.061,0.0,-0.2441,31.0,9.0,-5.0
1297.0,3270336672.0,-0.02734,-0.45203,-0.88403,-0.1221,0.0,-0.2441,30.0,7.0,-12.0
1298.0,3270348786.0,-0.02734,-0.45203,-0.88403,-0.1221,0.0,-0.3052,30.0,7.0,-12.0
1299.0,3270360809.0,-0.02795,-0.45178,-0.88477,-0.1221,0.0,-0.3662,30.0,7.0,-12.0
1300.0,3270374760.0,-0.02844,-0.45203,-0.8844,-0.061,0.061,-0.1831,30.0,7.0,-12.0
1301.0,3270390727.0,-0.02856,-0.45288,-0.88281,-0.1221,0.0,-0.1831,30.0,7.0,-12.0
1302.0,3270406644.0,-0.02869,-0.45325,-0.8822,-0.1221,-0.061,-0.2441,30.0,7.0,-12.0
1303.0,3270422664.0,-0.0282,-0.45239,-0.88379,-0.061,0.0,-0.2441,30.0,7.0,-12.0
1304.0,3270434783.0,-0.02844,-0.45203,-0.88379,-0.061,0.0,-0.2441,30.0,7.0,-12.0
1305.0,3270450675.0,-0.02795,-0.45264,-0.88513,-0.061,0.061,-0.3052,34.0,11.0,-10.0
1306.0,3270462800.0,-0.02759,-0.45178,-0.8855,-0.061,0.0,-0.2441,34.0,11.0,-10.0
1307.0,3270478762.0,-0.02747,-0.45129,-0.88464,-0.1831,-0.061,-0.2441,34.0,11.0,-10.0
1308.0,3270493894.0,-0.02832,-0.45154,-0.88403,-0.1831,-0.061,-0.2441,34.0,11.0,-10.0
1309.0,3270505800.0,-0.02905,-0.45166,-0.8833,-0.1831,-0.061,-0.2441,34.0,11.0,-10.0
1310.0,3270516873.0,-0.02905,-0.45215,-0.88416,-0.1221,0.0,-0.2441,34.0,11.0,-10.0
1311.0,3270529758.0,-0.02844,-0.45264,-0.88525,-0.1221,-0.061,-0.2441,34.0,11.0,-10.0
1312.0,3270541810.0,-0.02881,-0.45264,-0.88379,-0.1221,0.0,-0.2441,34.0,11.0,-10.0
1313.0,3270554579.0,-0.02832,-0.45251,-0.88416,-0.1221,0.0,-0.1831,32.0,7.0,-8.0
1314.0,3270570890.0,-0.02808,-0.453,-0.88367,-0.1221,0.0,-0.1831,32.0,7.0,-8.0
1315.0,3270582814.0,-0.0282,-0.45276,-0.88354,-0.1221,0.0,-0.1831,32.0,7.0,-8.0
1316.0,3270598876.0,-0.02771,-0.45251,-0.88428,-0.061,-0.061,-0.2441,32.0,7.0,-8.0
1317.0,3270614896.0,-0.02722,-0.45215,-0.88464,-0.061,-0.061,-0.2441,32.0,7.0,-8.0
1318.0,3270630886.0,-0.0282,-0.45239,-0.88184,-0.1221,0.0,-0.2441,32.0,7.0,-8.0
1319.0,3270647796.0,-0.0282,-0.45325,-0.88171,-0.1221,0.0,-0.2441,32.0,7.0,-8.0
1320.0,3270660706.0,-0.0282,-0.45386,-0.88257,-0.1221,0.0,-0.2441,32.0,7.0,-8.0
1321.0,3270677676.0,-0.02869,-0.45312,-0.88379,-0.1221,-0.061,-0.1831,32.0,11.0,-13.0
1322.0,3270690702.0,-0.02869,-0.45203,-0.88391,-0.061,-0.1221,-0.1831,32.0,11.0,-13.0
1323.0,3270703702.0,-0.0282,-0.45239,-0.8844,-0.061,0.061,-0.2441,32.0,11.0,-13.0
1324.0,3270716703.0,-0.0282,-0.453,-0.88428,-0.1221,0.061,-0.3052,32.0,11.0,-13.0
1325.0,3270732703.0,-0.02747,-0.45166,-0.88452,-0.1221,0.0,-0.2441,32.0,11.0,-13.0
1326.0,3270746642.0,-0.02783,-0.45178,-0.88403,-0.1831,0.0,-0.3662,32.0,11.0,-13.0
1327.0,3270762656.0,-0.02966,-0.45349,-0.88391,-0.1831,0.0,-0.3662,32.0,11.0,-13.0
1328.0,3270777889.0,-0.02979,-0.45276,-0.88354,-0.061,-0.061,-0.2441,32.0,11.0,-13.0
1329.0,3270791479.0,-0.02808,-0.45227,-0.8833,-0.061,0.0,-0.2441,31.0,9.0,-6.0
1330.0,3270804391.0,-0.02686,-0.4519,-0.88403,-0.061,0.0,-0.2441,31.0,9.0,-6.0
1331.0,3270817896.0,-0.02783,-0.45178,-0.88391,-0.061,0.0,-0.2441,31.0,9.0,-6.0
1332.0,3270829800.0,-0.02905,-0.45203,-0.88416,-0.1221,-0.061,-0.2441,31.0,9.0,-6.0
1333.0,3270840876.0,-0.0293,-0.453,-0.88367,-0.1831,-0.061,-0.3052,31.0,9.0,-6.0
1334.0,3270856728.0,-0.02905,-0.453,-0.88379,-0.1831,0.0,-0.3052,31.0,9.0,-6.0
1335.0,3270868804.0,-0.02856,-0.45312,-0.88354,-0.1831,0.0,-0.3052,31.0,9.0,-6.0
1336.0,3270882868.0,-0.02795,-0.45215,-0.88379,-0.1221,0.0,-0.1831,31.0,9.0,-6.0
1337.0,3270895580.0,-0.02808,-0.453,-0.88403,-0.1221,-0.061,-0.1831,31.0,10.0,-12.0
1338.0,3270907804.0,-0.0282,-0.45386,-0.88379,-0.1221,-0.1221,-0.1831,31.0,10.0,-12.0
1339.0,3270922760.0,-0.0271,-0.453,-0.88354,-0.1221,0.0,-0.2441,31.0,10.0,-12.0
1340.0,3270936704.0,-0.02747,-0.45251,-0.88245,-0.1221,-0.061,-0.2441,31.0,10.0,-12.0
1341.0,3270951731.0,-0.02844,-0.45264,-0.88245,-0.1221,-0.061,-0.1831,31.0,10.0,-12.0
1342.0,3270964726.0,-0.02869,-0.45264,-0.88391,-0.1831,0.0,-0.3052,31.0,10.0,-12.0
1343.0,3270980891.0,-0.02856,-0.45227,-0.8844,-0.1221,0.0,-0.3052,31.0,10.0,-12.0
1344.0,3270993720.0,-0.02759,-0.45227,-0.88416,-0.1221,-0.061,-0.1831,31.0,10.0,-12.0
1345.0,3271009565.0,-0.0282,-0.45325,-0.88379,-0.1221,-0.1221,-0.1831,30.0,7.0,-10.0
1346.0,3271024865.0,-0.02844,-0.453,-0.88379,-0.1221,-0.1221,-0.2441,30.0,7.0,-10.0
1347.0,3271039879.0,-0.02795,-0.45288,-0.88452,-0.1221,-0.1221,-0.2441,30.0,7.0,-10.0
1348.0,3271055870.0,-0.02893,-0.45288,-0.88452,-0.1221,-0.061,-0.2441,30.0,7.0,-10.0
1349.0,3271065861.0,-0.02881,-0.45264,-0.88489,-0.061,0.061,-0.3052,30.0,7.0,-10.0
1350.0,3271080896.0,-0.02869,-0.45178,-0.88379,-0.061,0.0,-0.3052,30.0,7.0,-10.0
1351.0,3271094756.0,-0.02759,-0.45264,-0.88306,-0.061,-0.061,-0.3052,30.0,7.0,-10.0
1352.0,3271110893.0,-0.02759,-0.45325,-0.88342,-0.061,0.0,-0.2441,30.0,7.0,-10.0
1353.0,3271127681.0,-0.02893,-0.45312,-0.88403,-0.061,0.0,-0.1831,31.0,9.0,-10.0
1354.0,3271139794.0,-0.02881,-0.45349,-0.88477,-0.061,0.0,-0.2441,31.0,9.0,-10.0
1355.0,3271152709.0,-0.02832,-0.453,-0.88525,0.0,-0.061,-0.3052,31.0,9.0,-10.0
1356.0,3271164791.0,-0.02795,-0.45264,-0.88403,0.0,0.0,-0.3052,31.0,9.0,-10.0
1357.0,3271179652.0,-0.0282,-0.45264,-0.88354,-0.1221,0.0,-0.3052,31.0,9.0,-10.0
1358.0,3271191796.0,-0.02869,-0.45251,-0.88318,-0.1221,-0.061,-0.1831,31.0,9.0,-10.0
1359.0,3271207706.0,-0.02698,-0.45239,-0.88416,-0.061,-0.061,-0.2441,31.0,9.0,-10.0
1360.0,3271219782.0,-0.026,-0.45239,-0.88428,-0.061,-0.061,-0.2441,31.0,9.0,-10.0
1361.0,3271235682.0,-0.0293,-0.45227,-0.88525,-0.061,0.0,-0.3052,31.0,10.0,-11.0
1362.0,3271251623.0,-0.02979,-0.45142,-0.88477,-0.061,0.0,-0.2441,31.0,10.0,-11.0
1363.0,3271265563.0,-0.02783,-0.45227,-0.88562,-0.1221,0.0,-0.3052,31.0,10.0,-11.0
1364.0,3271277610.0,-0.02832,-0.45264,-0.88489,-0.1831,0.0,-0.3052,31.0,10.0,-11.0
