n,micros,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,mx_ut,my_ut,mz_ut
796.0,3263197840.0,-0.02795,-0.45203,-0.88379,-0.1221,-0.061,-0.1831,32.0,9.0,-9.0
797.0,3263211851.0,-0.02856,-0.45325,-0.88477,-0.061,0.0,-0.1831,32.0,9.0,-9.0
798.0,3263226789.0,-0.02832,-0.45276,-0.88428,-0.061,0.0,-0.3052,32.0,9.0,-9.0
799.0,3263240743.0,-0.02832,-0.45178,-0.88403,-0.061,0.0,-0.3052,32.0,9.0,-9.0
800.0,3263255944.0,-0.02893,-0.45288,-0.88367,-0.061,0.0,-0.2441,32.0,9.0,-9.0
801.0,3263270564.0,-0.02869,-0.45337,-0.88379,-0.061,-0.061,-0.2441,33.0,7.0,-10.0
802.0,3263284526.0,-0.02795,-0.45276,-0.88342,-0.061,0.0,-0.3052,33.0,7.0,-10.0
803.0,3263300252.0,-0.02832,-0.45264,-0.88416,-0.061,0.0,-0.3052,33.0,7.0,-10.0
804.0,3263310935.0,-0.02917,-0.45264,-0.8844,-0.061,0.0,-0.2441,33.0,7.0,-10.0
805.0,3263325790.0,-0.02905,-0.4519,-0.88403,-0.1221,-0.061,-0.2441,33.0,7.0,-10.0
806.0,3263341942.0,-0.02795,-0.45215,-0.8844,-0.1221,0.0,-0.2441,33.0,7.0,-10.0
807.0,3263356790.0,-0.02747,-0.45227,-0.88452,-0.061,0.061,-0.3052,33.0,7.0,-10.0
808.0,3263370816.0,-0.02783,-0.45239,-0.8844,0.0,0.0,-0.2441,33.0,7.0,-10.0
809.0,3263383643.0,-0.02917,-0.45154,-0.88403,-0.061,-0.061,-0.1831,34.0,10.0,-11.0
810.0,3263397665.0,-0.02893,-0.45276,-0.88428,-0.1221,-0.061,-0.2441,34.0,10.0,-11.0
811.0,3263410614.0,-0.02856,-0.45374,-0.88416,-0.1221,0.0,-0.3052,34.0,10.0,-11.0
812.0,3263426559.0,-0.02893,-0.453,-0.88428,-0.1221,-0.061,-0.3052,34.0,10.0,-11.0
813.0,3263439520.0,-0.02991,-0.45239,-0.88477,-0.1831,0.0,-0.3052,34.0,10.0,-11.0
814.0,3263453456.0,-0.02771,-0.45203,-0.88464,-0.1221,0.0,-0.3052,34.0,10.0,-11.0
815.0,3263468924.0,-0.02698,-0.45251,-0.88477,-0.061,-0.061,-0.2441,34.0,10.0,-11.0
816.0,3263481791.0,-0.02734,-0.45215,-0.88403,-0.061,-0.061,-0.3052,34.0,10.0,-11.0
817.0,3263497643.0,-0.02844,-0.45178,-0.88416,-0.1221,-0.061,-0.2441,31.0,10.0,-8.0
818.0,3263510726.0,-0.02832,-0.45264,-0.88464,-0.1221,-0.061,-0.2441,31.0,10.0,-8.0
819.0,3263526661.0,-0.02771,-0.4519,-0.88416,-0.1221,0.0,-0.3052,31.0,10.0,-8.0
820.0,3263540564.0,-0.02759,-0.45117,-0.8833,-0.1221,0.0,-0.2441,31.0,10.0,-8.0
821.0,3263554446.0,-0.02832,-0.45288,-0.88318,-0.1221,0.0,-0.1831,31.0,10.0,-8.0
822.0,3263570942.0,-0.02832,-0.45312,-0.88342,-0.1221,0.0,-0.2441,31.0,10.0,-8.0
823.0,3263584819.0,-0.02808,-0.45337,-0.88403,-0.061,0.0,-0.2441,31.0,10.0,-8.0
824.0,3263597950.0,-0.02832,-0.45288,-0.88403,-0.061,-0.061,-0.2441,31.0,10.0,-8.0
825.0,3263614647.0,-0.02771,-0.45276,-0.88477,-0.061,-0.061,-0.2441,32.0,8.0,-9.0
826.0,3263628925.0,-0.02783,-0.45239,-0.88513,-0.061,-0.061,-0.2441,32.0,8.0,-9.0
827.0,3263645219.0,-0.02771,-0.45215,-0.8844,-0.061,0.0,-0.1831,32.0,8.0,-9.0
828.0,3263657349.0,-0.02771,-0.453,-0.88428,-0.1221,0.0,-0.1831,32.0,8.0,-9.0
829.0,3263669147.0,-0.02771,-0.45288,-0.88452,-0.061,-0.061,-0.1831,32.0,8.0,-9.0
830.0,3263681140.0,-0.02783,-0.45203,-0.88477,-0.061,-0.061,-0.2441,32.0,8.0,-9.0
831.0,3263693132.0,-0.02832,-0.45227,-0.88501,-0.061,0.0,-0.3052,32.0,8.0,-9.0
832.0,3263708237.0,-0.02771,-0.45264,-0.88403,-0.1221,0.0,-0.3052,32.0,8.0,-9.0
833.0,3263721149.0,-0.0282,-0.45264,-0.8833,-0.1221,0.0,-0.3052,31.0,10.0,-8.0
834.0,3263733769.0,-0.0293,-0.45227,-0.88354,-0.1831,-0.061,-0.2441,31.0,10.0,-8.0
835.0,3263746677.0,-0.02808,-0.45239,-0.88391,-0.1221,-0.061,-0.2441,31.0,10.0,-8.0
836.0,3263760617.0,-0.02759,-0.45227,-0.88489,-0.1221,-0.061,-0.2441,31.0,10.0,-8.0
837.0,3263775927.0,-0.02808,-0.4519,-0.88403,-0.1221,-0.061,-0.2441,31.0,10.0,-8.0
838.0,3263792222.0,-0.0282,-0.45349,-0.88318,-0.061,0.0,-0.3052,31.0,10.0,-8.0
839.0,3263804351.0,-0.02856,-0.45459,-0.88367,-0.061,0.0,-0.2441,31.0,10.0,-8.0
840.0,3263820373.0,-0.02832,-0.45288,-0.88306,-0.061,0.0,-0.2441,31.0,10.0,-8.0
841.0,3263835154.0,-0.02856,-0.45178,-0.8833,-0.061,0.0,-0.1831,31.0,8.0,-13.0
842.0,3263851945.0,-0.02893,-0.45215,-0.88428,-0.061,0.0,-0.2441,31.0,8.0,-13.0
843.0,3263867232.0,-0.02808,-0.45337,-0.88293,-0.061,-0.061,-0.2441,31.0,8.0,-13.0
844.0,3263878925.0,-0.02783,-0.45361,-0.88318,-0.061,-0.061,-0.2441,31.0,8.0,-13.0
845.0,3263892770.0,-0.02832,-0.45251,-0.88416,-0.061,-0.061,-0.1831,31.0,8.0,-13.0
846.0,3263904835.0,-0.02844,-0.45129,-0.88574,-0.061,-0.061,-0.1831,31.0,8.0,-13.0
847.0,3263918772.0,-0.02795,-0.45154,-0.88513,-0.061,0.0,-0.3052,31.0,8.0,-13.0
848.0,3263934835.0,-0.02722,-0.45203,-0.88477,-0.061,0.0,-0.3662,31.0,8.0,-13.0
849.0,3263947625.0,-0.0271,-0.45227,-0.8855,-0.061,-0.061,-0.2441,32.0,11.0,-11.0
850.0,3263960625.0,-0.02808,-0.45227,-0.88574,-0.061,-0.061,-0.2441,32.0,11.0,-11.0
851.0,3263972858.0,-0.02869,-0.45264,-0.88501,-0.1221,-0.061,-0.3052,32.0,11.0,-11.0
852.0,3263987932.0,-0.02722,-0.45361,-0.88245,-0.1221,-0.061,-0.2441,32.0,11.0,-11.0
853.0,3264004136.0,-0.02783,-0.45337,-0.88281,-0.1221,-0.1221,-0.1221,32.0,11.0,-11.0
854.0,3264019209.0,-0.02844,-0.45178,-0.8844,-0.1221,-0.061,-0.1221,32.0,11.0,-11.0
855.0,3264030959.0,-0.02832,-0.45239,-0.88452,-0.1831,0.0,-0.3052,32.0,11.0,-11.0
856.0,3264043862.0,-0.02856,-0.45337,-0.88367,-0.1221,0.0,-0.3052,32.0,11.0,-11.0
857.0,3264056625.0,-0.02844,-0.45312,-0.88293,-0.1221,0.0,-0.3052,30.0,11.0,-12.0
858.0,3264072624.0,-0.0282,-0.45288,-0.88281,-0.1221,-0.061,-0.1831,30.0,11.0,-12.0
859.0,3264086585.0,-0.02856,-0.45215,-0.8844,-0.1831,-0.061,-0.1831,30.0,11.0,-12.0
860.0,3264101914.0,-0.02795,-0.45166,-0.88403,-0.061,0.0,-0.1831,30.0,11.0,-12.0
861.0,3264114857.0,-0.02795,-0.45166,-0.8844,0.0,-0.061,-0.2441,30.0,11.0,-12.0
862.0,3264129798.0,-0.02783,-0.45154,-0.88489,-0.1221,0.0,-0.3052,30.0,11.0,-12.0
863.0,3264145862.0,-0.0271,-0.4519,-0.88452,-0.1221,0.061,-0.2441,30.0,11.0,-12.0
864.0,3264160936.0,-0.0271,-0.45264,-0.88367,-0.061,0.061,-0.2441,30.0,11.0,-12.0
865.0,3264177627.0,-0.02747,-0.45312,-0.88232,-0.061,0.0,-0.1831,32.0,13.0,-15.0
866.0,3264190607.0,-0.02747,-0.45239,-0.8833,0.0,0.0,-0.1831,32.0,13.0,-15.0
867.0,3264206471.0,-0.02844,-0.45264,-0.8833,-0.061,-0.061,-0.2441,32.0,13.0,-15.0
868.0,3264222946.0,-0.02905,-0.45288,-0.88245,-0.061,-0.061,-0.2441,32.0,13.0,-15.0
869.0,3264235855.0,-0.0293,-0.453,-0.88342,-0.061,-0.061,-0.3052,32.0,13.0,-15.0
870.0,3264248859.0,-0.02832,-0.45312,-0.88391,0.0,-0.1221,-0.2441,32.0,13.0,-15.0
871.0,3264263932.0,-0.02759,-0.45288,-0.88428,0.0,-0.061,-0.1221,32.0,13.0,-15.0
872.0,3264276137.0,-0.02734,-0.45239,-0.88489,-0.1221,0.0,-0.1221,32.0,13.0,-15.0
873.0,3264288889.0,-0.02759,-0.45227,-0.88513,-0.1221,0.0,-0.2441,34.0,8.0,-6.0
874.0,3264303938.0,-0.0282,-0.4519,-0.88452,-0.1221,-0.061,-0.1831,34.0,8.0,-6.0
875.0,3264315931.0,-0.02844,-0.45129,-0.88452,-0.1221,-0.061,-0.1831,34.0,8.0,-6.0
876.0,3264331219.0,-0.02795,-0.45288,-0.8844,-0.061,-0.061,-0.2441,34.0,8.0,-6.0
877.0,3264343400.0,-0.02771,-0.45361,-0.88416,-0.061,-0.061,-0.2441,34.0,8.0,-6.0
878.0,3264357837.0,-0.02747,-0.45374,-0.88416,-0.1221,-0.061,-0.2441,34.0,8.0,-6.0
879.0,3264369859.0,-0.02722,-0.45398,-0.88354,-0.1221,-0.061,-0.2441,34.0,8.0,-6.0
880.0,3264382777.0,-0.02747,-0.45386,-0.88354,-0.1221,0.0,-0.1221,34.0,8.0,-6.0
881.0,3264397424.0,-0.02759,-0.45349,-0.88489,-0.1831,0.0,-0.1831,31.0,9.0,-13.0
882.0,3264412399.0,-0.0271,-0.45312,-0.88464,-0.1221,0.0,-0.2441,31.0,9.0,-13.0
883.0,3264428939.0,-0.0271,-0.45361,-0.88428,-0.061,-0.061,-0.2441,31.0,9.0,-13.0
884.0,3264443806.0,-0.02722,-0.45386,-0.8844,-0.061,0.0,-0.2441,31.0,9.0,-13.0
885.0,3264459945.0,-0.02759,-0.453,-0.88232,-0.1221,0.0,-0.2441,31.0,9.0,-13.0
886.0,3264472853.0,-0.02783,-0.45239,-0.88257,-0.1221,0.0,-0.2441,31.0,9.0,-13.0
887.0,3264488937.0,-0.02869,-0.45239,-0.88428,-0.1221,0.0,-0.3052,31.0,9.0,-13.0
888.0,3264502778.0,-0.02832,-0.4519,-0.88428,-0.1221,0.0,-0.2441,31.0,9.0,-13.0
889.0,3264518720.0,-0.02893,-0.4519,-0.88367,-0.061,0.0,-0.1831,31.0,8.0,-5.0
890.0,3264531659.0,-0.02905,-0.45178,-0.88318,-0.061,-0.061,-0.2441,31.0,8.0,-5.0
891.0,3264547649.0,-0.0282,-0.45154,-0.88354,-0.061,0.0,-0.3052,31.0,8.0,-5.0
892.0,3264563602.0,-0.02856,-0.45166,-0.88293,-0.061,-0.061,-0.3052,31.0,8.0,-5.0
893.0,3264579938.0,-0.02783,-0.45312,-0.88367,-0.061,-0.061,-0.2441,31.0,8.0,-5.0
894.0,3264595223.0,-0.02759,-0.45264,-0.88452,-0.061,-0.061,-0.1831,31.0,8.0,-5.0
895.0,3264607924.0,-0.02771,-0.45288,-0.88354,-0.061,-0.061,-0.2441,31.0,8.0,-5.0
896.0,3264624217.0,-0.02759,-0.45288,-0.88306,-0.1221,0.0,-0.2441,31.0,8.0,-5.0
897.0,3264636724.0,-0.02783,-0.453,-0.88501,-0.1221,0.061,-0.2441,30.0,9.0,-8.0
898.0,3264652935.0,-0.02856,-0.45337,-0.88452,0.0,0.061,-0.1831,30.0,9.0,-8.0
899.0,3264661851.0,-0.02893,-0.45337,-0.88354,0.0,0.0,-0.1831,30.0,9.0,-8.0
900.0,3264666656.0,-0.02856,-0.45325,-0.88342,0.0,0.0,-0.1831,30.0,9.0,-8.0
901.0,3264682496.0,-0.02795,-0.45337,-0.88403,-0.061,0.0,-0.1831,30.0,9.0,-8.0
902.0,3264695429.0,-0.02771,-0.45337,-0.88403,-0.1221,-0.061,-0.2441,30.0,9.0,-8.0
903.0,3264711925.0,-0.02808,-0.45227,-0.88391,-0.1221,-0.061,-0.2441,30.0,9.0,-8.0
904.0,3264725804.0,-0.02832,-0.45227,-0.88416,-0.1221,-0.061,-0.1831,30.0,9.0,-8.0
905.0,3264742721.0,-0.02808,-0.45276,-0.88489,-0.1221,-0.1221,-0.2441,30.0,10.0,-8.0
906.0,3264756914.0,-0.0271,-0.45166,-0.88367,-0.061,-0.061,-0.2441,30.0,10.0,-8.0
907.0,3264771923.0,-0.02771,-0.45142,-0.88403,-0.061,-0.061,-0.2441,30.0,10.0,-8.0
908.0,3264786805.0,-0.02856,-0.4519,-0.88354,-0.1221,0.0,-0.1831,30.0,10.0,-8.0
909.0,3264799677.0,-0.02856,-0.453,-0.8833,-0.1221,0.0,-0.1831,30.0,10.0,-8.0
910.0,3264815930.0,-0.02832,-0.45276,-0.88318,-0.061,-0.1221,-0.2441,30.0,10.0,-8.0
911.0,3264827849.0,-0.02759,-0.45312,-0.88403,-0.061,-0.1221,-0.2441,30.0,10.0,-8.0
912.0,3264840808.0,-0.02771,-0.45325,-0.88428,-0.061,0.0,-0.2441,30.0,10.0,-8.0
913.0,3264857703.0,-0.02771,-0.45251,-0.88452,-0.1221,0.0,-0.3052,31.0,9.0,-15.0
914.0,3264873851.0,-0.02795,-0.45227,-0.88477,-0.1221,-0.061,-0.3052,31.0,9.0,-15.0
915.0,3264885846.0,-0.02795,-0.45215,-0.88489,-0.061,0.0,-0.3052,31.0,9.0,-15.0
916.0,3264897840.0,-0.02771,-0.45239,-0.88391,-0.061,0.0,-0.2441,31.0,9.0,-15.0
917.0,3264912782.0,-0.02759,-0.45239,-0.88306,0.0,-0.061,-0.2441,31.0,9.0,-15.0
918.0,3264928674.0,-0.02856,-0.453,-0.88379,-0.061,-0.061,-0.2441,31.0,9.0,-15.0
919.0,3264944651.0,-0.02808,-0.45337,-0.8833,-0.1221,0.0,-0.2441,31.0,9.0,-15.0
920.0,3264960917.0,-0.02844,-0.45288,-0.88184,-0.1221,-0.061,-0.2441,31.0,9.0,-15.0
921.0,3264975725.0,-0.02844,-0.45251,-0.88269,-0.1221,-0.061,-0.2441,32.0,8.0,-12.0
922.0,3264990915.0,-0.02783,-0.45239,-0.8855,-0.1221,-0.061,-0.2441,32.0,8.0,-12.0
923.0,3265004793.0,-0.02808,-0.45276,-0.88562,-0.1221,0.0,-0.2441,32.0,8.0,-12.0
924.0,3265020685.0,-0.02747,-0.45264,-0.88428,-0.1221,-0.061,-0.2441,32.0,8.0,-12.0
925.0,3265032849.0,-0.02759,-0.45239,-0.88477,-0.1221,-0.061,-0.2441,32.0,8.0,-12.0
926.0,3265047852.0,-0.02783,-0.45203,-0.88318,-0.1221,0.0,-0.2441,32.0,8.0,-12.0
927.0,3265062808.0,-0.02808,-0.45166,-0.88281,-0.061,-0.061,-0.1831,32.0,8.0,-12.0
928.0,3265077865.0,-0.02795,-0.4519,-0.88306,-0.061,-0.061,-0.2441,32.0,8.0,-12.0
929.0,3265091611.0,-0.02844,-0.45276,-0.88428,-0.061,0.0,-0.3052,31.0,12.0,-10.0
930.0,3265106911.0,-0.02881,-0.45276,-0.88452,-0.1221,0.0,-0.2441,31.0,12.0,-10.0
931.0,3265120810.0,-0.02905,-0.453,-0.88464,-0.1221,-0.061,-0.2441,31.0,12.0,-10.0
932.0,3265136849.0,-0.02917,-0.45276,-0.88391,-0.1221,-0.061,-0.2441,31.0,12.0,-10.0
933.0,3265151795.0,-0.02844,-0.453,-0.88318,-0.061,0.0,-0.2441,31.0,12.0,-10.0
934.0,3265165671.0,-0.02783,-0.45264,-0.88367,-0.061,0.0,-0.2441,31.0,12.0,-10.0
935.0,3265182843.0,-0.02783,-0.45251,-0.88513,-0.061,0.0,-0.2441,31.0,12.0,-10.0
936.0,3265197810.0,-0.02808,-0.45178,-0.88416,-0.1831,0.0,-0.1831,31.0,12.0,-10.0
937.0,3265213603.0,-0.02686,-0.45337,-0.88354,-0.1221,0.0,-0.1831,32.0,9.0,-9.0
938.0,3265229926.0,-0.02869,-0.45276,-0.88293,-0.1221,-0.061,-0.2441,32.0,9.0,-9.0
939.0,3265242837.0,-0.02881,-0.45178,-0.88354,-0.1221,-0.061,-0.2441,32.0,9.0,-9.0
940.0,3265258919.0,-0.02808,-0.45251,-0.88391,-0.1221,-0.061,-0.2441,32.0,9.0,-9.0
941.0,3265271829.0,-0.0282,-0.45288,-0.88379,-0.1221,0.0,-0.2441,32.0,9.0,-9.0
942.0,3265286942.0,-0.0282,-0.45312,-0.88342,-0.061,-0.061,-0.1831,32.0,9.0,-9.0
943.0,3265301916.0,-0.02844,-0.45276,-0.88367,-0.061,-0.061,-0.1831,32.0,9.0,-9.0
944.0,3265318211.0,-0.02771,-0.45251,-0.88367,-0.2441,0.0,-0.2441,32.0,9.0,-9.0
945.0,3265330729.0,-0.02673,-0.45251,-0.88416,-0.1831,0.0,-0.2441,30.0,10.0,-9.0
946.0,3265342845.0,-0.02661,-0.45264,-0.8833,-0.1221,0.0,-0.2441,30.0,10.0,-9.0
947.0,3265354835.0,-0.02722,-0.45312,-0.88306,-0.1221,0.0,-0.2441,30.0,10.0,-9.0
948.0,3265367798.0,-0.02795,-0.45374,-0.88354,-0.061,0.0,-0.2441,30.0,10.0,-9.0
949.0,3265383918.0,-0.02759,-0.45312,-0.88379,-0.061,0.0,-0.2441,30.0,10.0,-9.0
950.0,3265397838.0,-0.02832,-0.453,-0.88379,-0.1831,-0.061,-0.2441,30.0,10.0,-9.0
951.0,3265413916.0,-0.02832,-0.45178,-0.8833,-0.1831,-0.061,-0.2441,30.0,10.0,-9.0
952.0,3265429202.0,-0.02771,-0.45239,-0.88416,-0.1831,0.0,-0.3052,30.0,10.0,-9.0
953.0,3265441709.0,-0.02795,-0.45227,-0.88464,-0.1831,-0.061,-0.3052,33.0,10.0,-14.0
954.0,3265455680.0,-0.0282,-0.45239,-0.88489,-0.061,-0.061,-0.2441,33.0,10.0,-14.0
955.0,3265470662.0,-0.02759,-0.45349,-0.88416,-0.061,-0.061,-0.2441,33.0,10.0,-14.0
956.0,3265485936.0,-0.02808,-0.45349,-0.88391,-0.061,-0.061,-0.2441,33.0,10.0,-14.0
957.0,3265498212.0,-0.02795,-0.45203,-0.88452,-0.1221,-0.1221,-0.3662,33.0,10.0,-14.0
958.0,3265510333.0,-0.02795,-0.45203,-0.88452,-0.061,-0.1831,-0.6104,33.0,10.0,-14.0
959.0,3265524908.0,-0.02759,-0.45154,-0.88452,-0.061,-0.2441,-0.7935,33.0,10.0,-14.0
960.0,3265538343.0,-0.02808,-0.45154,-0.88513,-0.061,-0.4883,-1.2817,33.0,10.0,-14.0
961.0,3265556615.0,-0.02808,-0.45557,-0.88196,0.0,-0.5493,-1.3428,32.0,7.0,-11.0
962.0,3265572115.0,-0.02759,-0.45215,-0.88293,-0.061,-0.1221,-0.4272,32.0,7.0,-11.0
963.0,3265586790.0,-0.02783,-0.45142,-0.88342,-0.1831,-0.061,-0.1221,32.0,7.0,-11.0
964.0,3265599899.0,-0.02881,-0.4519,-0.88574,-0.1221,-0.061,-0.1831,32.0,7.0,-11.0
965.0,3265614935.0,-0.02832,-0.45312,-0.88611,-0.061,-0.061,-0.2441,32.0,7.0,-11.0
966.0,3265629788.0,-0.02771,-0.45361,-0.88403,-0.1221,-0.061,-0.3052,32.0,7.0,-11.0
967.0,3265642732.0,-0.02808,-0.45239,-0.88269,-0.061,-0.1221,-0.2441,32.0,7.0,-11.0
968.0,3265658909.0,-0.0293,-0.45203,-0.88416,-0.1221,-0.061,-0.3052,32.0,7.0,-11.0
969.0,3265673147.0,-0.02783,-0.45215,-0.88464,-0.1831,-0.061,-0.3052,32.0,8.0,-8.0
970.0,3265686796.0,-0.02698,-0.45312,-0.88452,-0.1221,-0.061,-0.1831,32.0,8.0,-8.0
971.0,3265699797.0,-0.02686,-0.45349,-0.8844,-0.061,-0.061,-0.2441,32.0,8.0,-8.0
972.0,3265709843.0,-0.0282,-0.45349,-0.88391,-0.061,0.0,-0.2441,32.0,8.0,-8.0
973.0,3265723434.0,-0.02869,-0.45227,-0.8844,-0.061,0.0,-0.3052,32.0,8.0,-8.0
974.0,3265738377.0,-0.02881,-0.45154,-0.88403,-0.061,0.0,-0.3052,32.0,8.0,-8.0
975.0,3265752902.0,-0.02832,-0.45288,-0.88428,-0.1221,0.0,-0.3052,32.0,8.0,-8.0
976.0,3265764835.0,-0.0282,-0.45361,-0.88452,-0.1221,0.0,-0.3052,32.0,8.0,-8.0
977.0,3265777619.0,-0.02832,-0.453,-0.88464,-0.1221,-0.061,-0.2441,32.0,8.0,-7.0
978.0,3265792912.0,-0.02747,-0.45154,-0.88428,-0.1221,-0.061,-0.1831,32.0,8.0,-7.0
979.0,3265808838.0,-0.02795,-0.4519,-0.88464,-0.061,0.0,-0.2441,32.0,8.0,-7.0
980.0,3265822810.0,-0.02856,-0.45227,-0.88452,0.0,0.0,-0.1831,32.0,8.0,-7.0
981.0,3265836641.0,-0.02783,-0.45251,-0.88428,0.0,-0.061,-0.2441,32.0,8.0,-7.0
982.0,3265852910.0,-0.02844,-0.45251,-0.88403,-0.061,-0.1221,-0.2441,32.0,8.0,-7.0
983.0,3265865809.0,-0.02869,-0.45203,-0.88342,0.0,-0.061,-0.2441,32.0,8.0,-7.0
984.0,3265878705.0,-0.02844,-0.45166,-0.88379,0.0,-0.061,-0.2441,32.0,8.0,-7.0
985.0,3265895422.0,-0.02808,-0.45264,-0.88452,0.0,-0.061,-0.2441,31.0,8.0,-6.0
986.0,3265910920.0,-0.02771,-0.45349,-0.88464,0.0,-0.1221,-0.2441,31.0,8.0,-6.0
987.0,3265922925.0,-0.02783,-0.45166,-0.88318,-0.061,-0.061,-0.2441,31.0,8.0,-6.0
988.0,3265937930.0,-0.02832,-0.45166,-0.88306,-0.1221,-0.061,-0.2441,31.0,8.0,-6.0
989.0,3265953921.0,-0.0282,-0.45227,-0.88367,-0.1221,-0.061,-0.2441,31.0,8.0,-6.0
990.0,3265967331.0,-0.02771,-0.45239,-0.88354,-0.1221,-0.061,-0.2441,31.0,8.0,-6.0
991.0,3265982205.0,-0.02881,-0.45288,-0.88452,-0.061,0.061,-0.3052,31.0,8.0,-6.0
992.0,3265994387.0,-0.02832,-0.45337,-0.8844,-0.1221,0.061,-0.3052,31.0,8.0,-6.0
993.0,3266009149.0,-0.02734,-0.45325,-0.88403,-0.1221,0.0,-0.3052,31.0,9.0,-6.0
994.0,3266021468.0,-0.02771,-0.45251,-0.88379,-0.061,-0.061,-0.2441,31.0,9.0,-6.0
995.0,3266034438.0,-0.02869,-0.45178,-0.88367,-0.061,0.0,-0.2441,31.0,9.0,-6.0
996.0,3266047346.0,-0.0282,-0.45154,-0.88367,-0.061,0.0,-0.3052,31.0,9.0,-6.0
997.0,3266062838.0,-0.02942,-0.45227,-0.88354,-0.061,0.0,-0.2441,31.0,9.0,-6.0
998.0,3266074834.0,-0.02954,-0.45312,-0.88391,-0.061,0.061,-0.1831,31.0,9.0,-6.0
999.0,3266086826.0,-0.02905,-0.45312,-0.8844,-0.061,0.061,-0.2441,31.0,9.0,-6.0
1000.0,3266098818.0,-0.02881,-0.45288,-0.88464,-0.061,0.0,-0.2441,31.0,9.0,-6.0
1001.0,3266111621.0,-0.02856,-0.45251,-0.88464,-0.1221,-0.061,-0.2441,31.0,9.0,-8.0
1002.0,3266127841.0,-0.02844,-0.45203,-0.88452,-0.1221,-0.061,-0.3052,31.0,9.0,-8.0
1003.0,3266139835.0,-0.02869,-0.45166,-0.88464,-0.061,-0.061,-0.3052,31.0,9.0,-8.0
1004.0,3266151827.0,-0.02808,-0.45129,-0.88464,-0.061,-0.061,-0.3052,31.0,9.0,-8.0
1005.0,3266166900.0,-0.02747,-0.45178,-0.88354,-0.061,0.0,-0.2441,31.0,9.0,-8.0
1006.0,3266181785.0,-0.02771,-0.45178,-0.88342,-0.061,-0.061,-0.3052,31.0,9.0,-8.0
1007.0,3266196802.0,-0.02893,-0.45288,-0.88452,-0.061,0.0,-0.1831,31.0,9.0,-8.0
1008.0,3266208830.0,-0.02954,-0.45312,-0.88452,-0.061,0.0,-0.1831,31.0,9.0,-8.0
1009.0,3266225610.0,-0.02844,-0.45288,-0.88354,-0.1221,0.0,-0.3052,31.0,8.0,-9.0
1010.0,3266238595.0,-0.02783,-0.45203,-0.88281,-0.1221,0.0,-0.2441,31.0,8.0,-9.0
1011.0,3266254823.0,-0.02759,-0.45251,-0.88391,-0.1221,0.0,-0.1831,31.0,8.0,-9.0
1012.0,3266270806.0,-0.02783,-0.45264,-0.88391,-0.1221,-0.061,-0.1831,31.0,8.0,-9.0
1013.0,3266283805.0,-0.0282,-0.4519,-0.88391,-0.061,-0.061,-0.1831,31.0,8.0,-9.0
1014.0,3266297813.0,-0.02759,-0.45166,-0.88367,-0.061,-0.061,-0.2441,31.0,8.0,-9.0
1015.0,3266311792.0,-0.02759,-0.4519,-0.8833,-0.1221,-0.061,-0.3052,31.0,8.0,-9.0
1016.0,3266325895.0,-0.02734,-0.45288,-0.8822,-0.1221,0.0,-0.3052,31.0,8.0,-9.0
1017.0,3266339601.0,-0.02734,-0.45288,-0.88257,-0.1221,0.0,-0.3052,31.0,8.0,-8.0
1018.0,3266355926.0,-0.02759,-0.45251,-0.88538,-0.061,0.0,-0.2441,31.0,8.0,-8.0
1019.0,3266368797.0,-0.02795,-0.45239,-0.88501,-0.1221,0.0,-0.1831,31.0,8.0,-8.0
1020.0,3266384916.0,-0.02905,-0.45166,-0.88403,-0.1221,0.0,-0.2441,31.0,8.0,-8.0
1021.0,3266400810.0,-0.02942,-0.45203,-0.88403,-0.061,0.0,-0.2441,31.0,8.0,-8.0
1022.0,3266416930.0,-0.02856,-0.45166,-0.88391,-0.061,0.0,-0.1831,31.0,8.0,-8.0
1023.0,3266433838.0,-0.02881,-0.45154,-0.88391,-0.1221,0.061,-0.1831,31.0,8.0,-8.0
1024.0,3266449919.0,-0.02795,-0.45227,-0.88391,-0.1221,0.061,-0.1831,31.0,8.0,-8.0
1025.0,3266464087.0,-0.02771,-0.45264,-0.88379,-0.1221,-0.061,-0.2441,32.0,8.0,-10.0
1026.0,3266478823.0,-0.02747,-0.45251,-0.88391,-0.1221,-0.061,-0.3052,32.0,8.0,-10.0
1027.0,3266494932.0,-0.02893,-0.45288,-0.88391,-0.1221,-0.061,-0.2441,32.0,8.0,-10.0
1028.0,3266508908.0,-0.02917,-0.45288,-0.8844,-0.1221,0.0,-0.2441,32.0,8.0,-10.0
1029.0,3266522787.0,-0.02881,-0.45215,-0.88452,-0.1221,0.0,-0.2441,32.0,8.0,-10.0
1030.0,3266534848.0,-0.02832,-0.45227,-0.88428,-0.061,-0.061,-0.2441,32.0,8.0,-10.0
1031.0,3266548916.0,-0.02808,-0.45276,-0.88403,-0.061,-0.061,-0.2441,32.0,8.0,-10.0
1032.0,3266564202.0,-0.02832,-0.45117,-0.88342,-0.061,0.0,-0.2441,32.0,8.0,-10.0
1033.0,3266576723.0,-0.02795,-0.45117,-0.88318,-0.061,-0.061,-0.2441,32.0,8.0,-7.0
1034.0,3266588835.0,-0.02795,-0.45178,-0.88379,-0.061,-0.061,-0.2441,32.0,8.0,-7.0
1035.0,3266603909.0,-0.02808,-0.45239,-0.88538,-0.061,0.0,-0.2441,32.0,8.0,-7.0
